year,event,gender,place,athlete_id,athlete_name,school,mark
2019,100,W,7,6598705,Anglerne Annelus,USC,13.90
2019,100,W,8,6550718,Ka'Tia Seymour,Florida State,8.16
2019,200,W,1,6598705,Anglerne Annelus,USC,22.16
2019,200,W,2,6987308,Sha'Carri Richardson,LSU,22.17
2019,200,W,3,6988927,Cambrea  Sturgis,N. Carolina A&T,22.40
2019,200,W,4,6548045,Janeek Brown,Arkansas,22.40
2019,200,W,5,5637432,Teahna Daniels,Texas,22.62
2019,200,W,6,6972576,Lanae-Tava Thomas,USC,22.74
2019,200,W,7,5588415,Kayla White,N. Carolina A&T,22.81
2019,400,W,1,7037373,Wadeline Jonathas,South Carolina,50.60
2019,400,W,2,6995379,Chloe Abbott,Kentucky,50.98
2019,400,W,3,5651818,Sharrika Barnett,Florida,51.00
2019,400,W,4,6996484,Kethlin Campbell,Arkansas,51.09
2019,400,W,5,5637462,Aliyah  Abrams,South Carolina,51.13
2019,400,W,6,6110569,Kyra Constantine,USC,51.47
2019,400,W,7,7002164,Syaira Richardson,Texas A&M,51.98
2019,400,W,8,6101009,Hannah Waller,Oregon,52.47
2019,800,W,1,5610186,Jazmine Fray,Texas A&M,2:23.15
2019,800,W,2,5964394,Nia Akins,Penn,1:28.82
2019,800,W,3,6418665,Avi' Tal Wilson-Perteete,UNLV,2:30.31
2019,800,W,4,6418653,Susan Ejore,Oregon,2:12.04
2019,800,W,5,4986767,Allie Wilson,Monmouth,2:07.47
2019,800,W,6,6550329,Kristie Schoffield,Boise State,2:10.06
2019,800,W,7,6551867,Ersula Farrow,LSU,1:28.61
2019,800,W,8,6151585,Anna  Camp,BYU,1:36.97
2019,1500,W,1,6000008,Sinclaire  Johnson,Oklahoma State,4:23.20
2019,1500,W,2,5510746,Jessica Hull,Oregon,3:46.57
2019,1500,W,3,5102954,Jessica Harris,Notre Dame,4:32.12
2019,1500,W,4,5997861,Lotte Black,Rhode Island,3:27.48
2019,1500,W,5,5989588,Dillon McClintock,Michigan State,3:20.32
2019,1500,W,6,5962972,Ella Donaghu,Stanford,3:10.22
2019,1500,W,7,5014100,Jenny Celis,Oklahoma State,3:38.70
2019,1500,W,8,5998586,Whittni Orton,BYU,5:15.87
2019,5000,W,1,5684073,Dani Jones,Colorado,15:50.65
2019,5000,W,2,5959453,Taylor Werner,Arkansas,15:51.24
2019,5000,W,3,6897921,Esther Gitahi,Alabama,15:51.85
2019,5000,W,4,5958970,Josette Norris,Georgetown,15:52.05
2019,5000,W,5,6438775,Weini Kelati,New Mexico,15:54.46
2019,5000,W,6,5783743,Makena Morley,Colorado,16:02.89
2019,5000,W,7,5962973,Fiona O'Keeffe,Stanford,16:07.84
2019,5000,W,8,6449963,Hannah  Steelman,Wofford,16:14.58
2019,10k,W,1,6438775,Weini Kelati,New Mexico,41:08.65
2019,10k,W,2,6418652,Carmela Cardama Baez,Oregon,31:31.99
2019,10k,W,3,5782192,Isobel Batt-Doyle,Washington,23:58.43
2019,10k,W,4,5959453,Taylor Werner,Arkansas,30:00.62
2019,10k,W,5,6874618,Caroline Alcorta,Villanova,33:00.70
2019,10k,W,6,5506841,Anna Rohrer,Notre Dame,30:45.44
2019,10k,W,7,5660585,Paige Stoner,Syracuse,30:31.65
2019,10k,W,8,5642157,Amy  Davis,Wisconsin,27:31.65
2019,100H,W,1,6548045,Janeek Brown,Arkansas,9.30
2019,100H,W,2,6598706,Chanel Brissett,USC,13.02
2019,100H,W,3,6099525,Tonea Marshall,LSU,15.58
2019,100H,W,4,6079182,Jeanine Williams,Georgia Tech,16.57
2019,100H,W,5,6110568,Anna Cockrell,USC,15.62
2019,100H,W,6,6124448,Cortney Jones,Florida State,9.48
2019,100H,W,7,6586025,Tiara McMinn,Miami (Fla.),9.99
2019,100H,W,8,5637292,Payton Chadwick,Arkansas,14.10
2019,400H,W,1,6110568,Anna Cockrell,USC,55.23
2019,400H,W,2,5605160,Gabby Scott,Colorado,56.04
2019,400H,W,3,6099522,Brittley Humphrey,LSU,56.11
2019,400H,W,4,6988729,Reanda Richards,Rutgers,56.42
2019,400H,W,5,4674802,Brenna Porter,BYU,57.26
2019,400H,W,6,6551877,Jurnee Woodward,LSU,57.48
2019,400H,W,7,5640850,Darhian Mills,Washington,57.76
2019,400H,W,8,5641989,Samantha Gonzalez,Miami (Fla.),58.43
2019,3000S,W,1,5477463,Allie Ostrander,Boise State,11:33.28
2019,3000S,W,2,6438777,Charlotte Prouse,New Mexico,9:56.19
2019,3000S,W,3,6449963,Hannah  Steelman,Wofford,9:05.06
2019,3000S,W,4,6910593,Adva Cohen,New Mexico,10:50.86
2019,3000S,W,5,5463971,Erica Birk,BYU,8:24.37
2019,3000S,W,6,4982600,Val Constien,Colorado,10:32.61
2019,3000S,W,7,5462804,Devin Clark,Arkansas,8:43.80
2019,3000S,W,8,5461011,Rebekah Topham,Wichita State,12:39.21
2019,4x100,W,1,,,USC,33.77
2019,4x100,W,2,,,LSU,38.07
2019,4x100,W,3,,,Arkansas,48.36
2019,4x100,W,4,,,Oregon,33.97
2019,4x100,W,5,,,Alabama,40.42
2019,4x100,W,6,,,N. Carolina A&T,42.66
2019,4x100,W,7,,,Florida State,44.43
2019,4x100,W,8,,,Texas,34.52
2019,4x400,W,1,,,Texas A&M,3:29.69
2019,4x400,W,2,,,Arkansas,3:05.31
2019,4x400,W,3,,,South Carolina,3:28.97
2019,4x400,W,4,,,Florida,3:39.45
2019,4x400,W,5,,,Alabama,4:10.62
2019,4x400,W,6,,,Kentucky,3:43.77
2019,4x400,W,7,,,Baylor,2:58.39
2019,4x400,W,8,,,USC,3:50.64
2019,HJ,W,1,5637236,Zarriea Willis,Texas Tech,1.46m
2019,HJ,W,2,5636456,Nicole Greene,North Carolina,1.74m
2019,HJ,W,3,5582964,Anna Peyton Malizia,Penn,2.37m
2019,HJ,W,4,7043818,Abigail Kwarteng,Alabama,1.86m
2019,HJ,W,5,6084141,Karla Teran,Arizona,2.30m
2019,HJ,W,8,5610035,Stacey Destin,Alabama,2.32m
2019,PV,W,1,5637297,Victoria Hoggard,Arkansas,3.69m
2019,PV,W,2,5104433,Bonnie Draxler,San Diego St.,4.56m
2019,PV,W,3,7039317,Olivia Gruver,Washington,3.74m
2019,PV,W,4,5126876,Bridget Guy,Virginia,4.32m
2019,PV,W,5,6106405,Lucy Bryan,Akron,5.00m
2019,PV,W,6,5644229,Meagan Gray,Oklahoma,4.70m
2019,PV,W,7,6542661,Helen Falda,South Dakota,3.13m
2019,PV,W,8,6139649,Kristen Denk,Vanderbilt,3.61m
2019,LJ,W,1,5651827,Yanis David,Florida,6.84m
2019,LJ,W,2,6127055,Jasmyn Steels,Northwestern St.,6.71m
2019,LJ,W,3,7091735,Deborah Acquah,Texas A&M,6.63m
2019,LJ,W,4,6980967,Destiny Longmire,TCU,6.55m
2019,LJ,W,5,7040027,Rougui Sow,Florida State,6.49m
2019,LJ,W,6,5148036,Sarea Alexander,Incarnate Word,6.44m
2019,LJ,W,7,6101004,Rhesa Foster,Oregon,6.43m
2019,LJ,W,8,7040094,Aliyah Whisby,Georgia,6.40m
2019,TJ,W,1,5584307,Shardia Lawrence,Kansas State,13.99m
2019,TJ,W,2,5651827,Yanis David,Florida,13.93m
2019,TJ,W,3,5649580,Marie-Josee Ebwea-Excel,Kentucky,13.87m
2019,TJ,W,4,6101001,Chaquinn Cook,Oregon,13.72m
2019,TJ,W,5,6109464,Kelly  McKee,Virginia,13.51m
2019,TJ,W,6,7037257,Mirieli Santos,Missouri,13.46m
2019,TJ,W,7,6105172,Ciynamon Stevenson,Texas A&M,13.36m
2019,TJ,W,8,5147903,Tiffany Flynn,Miss State,13.32m
2019,SP,W,1,6135473,Samantha Noennig,Arizona State,13.61m
2019,SP,W,2,6534260,Portious Warren,Alabama,14.13m
2019,SP,W,3,5636605,Sade Olatoye,Ohio State,12.52m
2019,SP,W,4,6532991,Taylor Latimer,Kansas State,13.25m
2019,SP,W,5,7015898,Akealy  Moton,North Dakota State,13.10m
2019,SP,W,6,6107120,Khayla Dawson,Indiana,20.17m
2019,SP,W,7,6599195,Alyssa Wilson,UCLA,16.79m
2019,SP,W,8,6550052,Madison Pollard,Indiana,20.16m
2019,DT,W,1,6087945,Laulauga Tausaga,Iowa,63.26m
2019,DT,W,2,6124440,Shanice Love,Florida State,62.69m
2019,DT,W,3,7208721,Shadae Lawrence,Colorado St.,60.32m
2019,DT,W,4,6605848,Alexandra Emilianov,Kansas,58.90m
2019,DT,W,5,6586020,Debbie Ajagbe,Miami (Fla.),56.92m
2019,DT,W,6,6983776,Venique Harris,Albany,56.89m
2019,DT,W,7,6599195,Alyssa Wilson,UCLA,56.70m
2019,DT,W,8,5146701,Gabi Jacobs,Missouri,56.68m
2019,HT,W,1,6527542,Camryn Rogers,California,71.50m
2019,HT,W,2,6593317,Erin Reese,Indiana State,71.06m
2019,HT,W,3,6599195,Alyssa Wilson,UCLA,69.75m
2019,HT,W,4,5636605,Sade Olatoye,Ohio State,69.37m
2019,HT,W,5,5111566,Temi  Ogunrinde,Minnesota,68.85m
2019,HT,W,6,5104161,Molli Detloff,North Dakota,67.94m
2019,HT,W,7,6583863,Beatrice Llano,Arizona State,67.74m
2019,HT,W,8,6077769,Stamatia Scarvelis,Tennessee,67.59m
2019,JT,W,1,5624076,Mackenzie Little,Stanford,59.44m
2019,JT,W,2,5636625,Kylee Carter,Auburn,56.40m
2019,JT,W,3,6588923,Madison Wiltrout,North Carolina,55.21m
2019,JT,W,4,6267016,Jenna Gray,Stanford,54.79m
2019,JT,W,5,5624964,Chase Wolinski,Nebraska,53.75m
2019,JT,W,6,6992947,Sophia Rivera,Missouri,53.34m
2019,JT,W,7,6124447,Laura Paredes,Florida State,53.13m
2019,JT,W,8,6097004,Samantha Zelden,Alabama,52.91m
